"","GeoUID","Type","Region Name","Area (sq km)","Population","Dwellings","Households","CMA_UID","PR_UID","CSD_UID","CD_UID","v_CA21_1040: Prevalence of low income based on the Low-income measure, after tax (LIM-AT) (%)","v_CA21_1043: 0 to 17 years","v_CA21_1046: 0 to 5 years","v_CA21_1049: 18 to 64 years","v_CA21_1052: 65 years and over","v_CA21_1085: Prevalence of low income based on the Low-income cut-offs, after tax (LICO-AT) (%)","v_CA21_1088: 0 to 17 years","v_CA21_1091: 0 to 5 years","v_CA21_1094: 18 to 64 years","v_CA21_1097: 65 years and over","v_CA21_1140: Gini index on adjusted household total income","v_CA21_1141: Gini index on adjusted household market income","v_CA21_1142: Gini index on adjusted household after-tax income","v_CA21_8: Total - Age","v_CA21_251: 65 years and over","v_CA21_386: Average age","v_CA21_389: Average age"
"549","5350376.12","CT","0376.12",0.9122,5081,1921,1867,"35535","","3520005","3520",9.8,10.4,12,8.1,13,5.8,5.2,5,6.4,4.8,0.304,0.447,0.268,5080,1470,48.5,51.6
"550","5350376.13","CT","0376.13",0.511,3626,1379,1327,"35535","","3520005","3520",17.8,18.8,22,13.1,25.2,9,12.4,8,9.2,7.4,0.317,0.494,0.282,3625,1175,49.6,52.4
"551","5350376.14","CT","0376.14",0.7362,3472,1078,1049,"35535","","3520005","3520",10.2,10.8,10,9.1,12.8,9.4,8.8,5,10.7,6.2,0.304,0.468,0.272,3475,780,44.5,46.4
"552","5350376.15","CT","0376.15",0.9131,3560,1572,1508,"35535","","3520005","3520",17.9,11,16,13.8,24.8,9.6,8.5,8,11,8.2,0.374,0.522,0.331,3560,1420,54.5,59.2
"553","5350376.16","CT","0376.16",0.2715,4484,1959,1846,"35535","","3520005","3520",19.3,19,22,16.6,27.2,10.6,9.8,12,11.4,9,0.29,0.483,0.26,4485,1175,44.6,40.4
"554","5350377.02","CT","0377.02",1.906,4356,1466,1384,"35535","","3520005","3520",11.8,14,15,10.9,12.6,9.1,8.8,9,10.4,5.8,0.343,0.488,0.302,4350,1000,45.5,47.6
"555","5350377.03","CT","0377.03",0.6501,2682,862,841,"35535","","3520005","3520",10.4,14,14,9.2,11.6,8.2,6.8,6,9.6,5.2,0.307,0.456,0.268,2685,600,45.2,48
"556","5350377.04","CT","0377.04",0.8833,5466,1716,1655,"35535","","3520005","3520",11,15.4,21,9.5,12.6,8.8,9.6,9,10.2,3.6,0.279,0.455,0.25,5470,1130,44.3,46
"557","5350377.06","CT","0377.06",0.5117,3408,985,957,"35535","","3520005","3520",13.8,14.4,13,13.4,14.2,14.4,14,14,17.1,6.2,0.31,0.5,0.278,3410,685,43.6,44.4
"558","5350377.07","CT","0377.07",0.7646,4556,1313,1273,"35535","","3520005","3520",13.2,18,19,12.4,11.4,10.1,10.4,8,11.8,4.4,0.293,0.48,0.262,4555,1150,46.4,47.6
"559","5350377.08","CT","0377.08",1.2682,4912,1737,1670,"35535","","3520005","3520",13.1,12.6,14,12.6,15,9.4,5.4,4.5,11.3,6.8,0.322,0.473,0.287,4915,1090,45.1,47.6
"560","5350377.09","CT","0377.09",0.7807,5506,2998,2735,"35535","","3520005","3520",17.3,16.8,18.5,16.3,26,12.2,9.6,7.2,13.1,8.4,0.319,0.446,0.288,5505,505,36.7,33.6
"561","5350378.02","CT","0378.02",1.0584,2970,943,900,"35535","","3520005","3520",10.8,15.2,14,9.7,10.4,8.9,8.4,5,10.6,3.8,0.29,0.453,0.259,2975,585,41.9,40
"562","5350378.03","CT","0378.03",2.198,7948,2886,2684,"35535","","3520005","3520",9.6,11.2,12.8,7.6,16.8,6.1,5.2,5.6,6.3,6.2,0.262,0.392,0.236,7945,1205,40.2,38
"563","5350378.04","CT","0378.04",1.2793,5958,1805,1736,"35535","","3520005","3520",10.8,13.4,16,9.2,13.6,7.1,7.4,8.5,7.8,3.8,0.261,0.413,0.237,5955,900,38.6,36.4
"564","5350378.05","CT","0378.05",0.7276,3905,1246,1194,"35535","","3520005","3520",8.4,10.8,13,6.9,11.2,4.4,4,6,5.1,2.4,0.254,0.402,0.231,3905,670,40.5,39.6
"565","5350378.06","CT","0378.06",1.7819,5763,1733,1643,"35535","","3520005","3520",8.5,12,13,7.1,10,5.2,4,5,5.8,3.6,0.237,0.387,0.216,5765,850,39.8,38.8
"566","5350378.07","CT","0378.07",2.8047,6694,2292,2204,"35535","","3520005","3520",11.4,12.4,16,9.2,17.6,6.9,6.6,7.6,7.5,5.4,0.279,0.434,0.252,6690,1530,45,46.4
"567","5350378.08","CT","0378.08",0.8857,6275,2167,2046,"35535","","3520005","3520",11.6,13.4,14.4,9.2,16.8,6.9,8.2,9.5,7.6,4.2,0.293,0.463,0.259,6275,1390,43.9,44.4
"568","5350378.11","CT","0378.11",0.9593,5633,1801,1734,"35535","","3520005","3520",10.4,13,17,8.4,15.4,7.2,6,10,8.1,4,0.25,0.392,0.228,5635,810,39,37.6
"569","5350378.12","CT","0378.12",0.7839,5300,1991,1880,"35535","","3520005","3520",16.3,18.2,17.5,11.2,30.8,7.8,8.8,7.2,7.7,7.6,0.268,0.457,0.243,5300,1010,40.7,38.8
"570","5350378.14","CT","0378.14",0.9291,3707,1183,1141,"35535","","3520005","3520",12.2,15.6,17,10.1,15.6,9.2,8.4,7,11,4,0.287,0.466,0.257,3705,670,41.3,40.8
"571","5350378.16","CT","0378.16",0.6381,5695,2005,1883,"35535","","3520005","3520",11.6,13.4,13.6,8.4,19.6,6,5.6,4,6.3,5.4,0.263,0.426,0.24,5695,1175,43,43.2
"572","5350378.17","CT","0378.17",0.474,3265,963,922,"35535","","3520005","3520",11,19.2,19,9.1,7.6,4.8,4.4,4,5.5,2,0.258,0.421,0.232,3265,470,38.9,37.2
"573","5350378.18","CT","0378.18",0.0909,2587,1112,1081,"35535","","3520005","3520",26.4,24.8,22,18.8,43.6,11.4,9.2,10,10.6,14.8,0.296,0.516,0.266,2585,690,46.4,48.8
"574","5350378.19","CT","0378.19",4.5022,4808,1433,1389,"35535","","3520005","3520",10.5,18,24,9.1,8.8,6.8,8,10,7.8,2.6,0.275,0.436,0.247,4810,975,43.1,43.6
"575","5350378.20","CT","0378.20",0.1095,1918,772,760,"35535","","3520005","3520",22,27,28,15.7,31.2,9.3,9,10,10.8,6.8,0.277,0.502,0.25,1920,605,49.7,53.2
"576","5350378.21","CT","0378.21",0.7018,3612,1062,1036,"35535","","3520005","3520",10,12.4,16,8.1,13.8,7.8,8,9,8,7,0.28,0.454,0.255,3615,740,43,44
"577","5350378.22","CT","0378.22",0.5321,3114,890,867,"35535","","3520005","3520",11.9,18.4,18,10.6,11,9.2,8.4,9,11.4,4,0.299,0.485,0.268,3115,735,45,46.4
"578","5350378.23","CT","0378.23",1.5314,3840,1325,1283,"35535","","3520005","3520",9.4,7.6,6,7.5,14.6,7.1,5.2,NA,8.2,5.2,0.288,0.434,0.258,3840,1030,47.9,51.2
"579","5350378.24","CT","0378.24",2.5129,5820,2199,2126,"35535","","3520005","3520",17.5,15.8,13,11,31.1,8.9,7.6,5,9,9.2,0.303,0.482,0.272,5820,1845,49.9,52.4
"580","5350378.25","CT","0378.25",4.726,7612,1901,1862,"35535","","3520005","3520",5.6,7.7,9.6,4.4,7.8,3.5,3.4,4,3.8,2.2,0.245,0.376,0.219,7615,985,38.5,37.2
"581","5350378.26","CT","0378.26",1.6267,4867,1234,1213,"35535","","3520005","3520",4.9,9.6,10,3.4,6.2,3.7,4.6,3,3.6,3.2,0.242,0.366,0.217,4865,670,39.5,38.8
"582","5350378.27","CT","0378.27",19.9096,5547,1565,1526,"35535","","3520005","3520",5,7.4,12,4.2,5.2,3.2,2,4.5,3.9,1.6,0.241,0.367,0.217,5550,660,38.3,37.2
"583","5350378.28","CT","0378.28",2.2278,6946,2017,1931,"35535","","3520005","3520",7.2,10.6,16,6.7,6,4.9,6,9.5,5.6,1.4,0.262,0.395,0.236,6950,1335,41.6,41.2
"584","5350802.01","CT","0802.01",2.1742,4011,1328,1303,"35535","","3520005","3520",5,8,7,4,5.6,3.2,3.6,3,2.9,3.4,0.277,0.364,0.242,4015,800,42.9,43.2
"585","5350802.02","CT","0802.02",2.257,5373,1830,1799,"35535","","3520005","3520",4,4.8,3,3.4,5,2.6,2.4,NA,2.8,2.4,0.309,0.378,0.268,5375,1120,43.4,45.2
